,Opportunity Number,Type,Brand,State,Country,First Contact Type,Date of First Contact,Date of Giving Proposal,Date of Closing,Number of Contacts,Opportunity Amount (in USD),Customer Size By Revenue,Revenue From Customer (in USD),Customer Size By Number of Employees,Competitor Type,Anonymous Variable 1,Anonymous Variable 2,Anonymous Variable 3,Anonymous Variable 4,Sale
0.073648953,42792,Biscuit,Ritz,Arizona,United States,Email,23-01-2014,7/2/2014,7/2/2014,2,100000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.586304905,34147,Beverage,Coca Cola,Washington,United States,Email,13-01-2014,14-03-2014,14-03-2014,3,101000,USD 50000 - 99999,USD 0,21 to 30,Unknown,0.233831,0.766169,0,1,No
0.663013286,35481,Beverage,Coca Cola,Arizona,United States,Email,14-01-2014,19-01-2014,19-01-2014,2,17000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.011497902,28959,Biscuit,Arbo,California,United States,Email,9/1/2014,16-01-2014,16-01-2014,2,0,USD 100000 - 249999,USD 0,41 and above,None,0,0,1,1,No
0.672482082,15076,Biscuit,Nabisco,California,United States,Email,5/1/2014,16-01-2014,16-01-2014,2,10000,USD 0 - 9999,USD 0,0 to 10,None,0,1,0,1,No
0.178880854,148,Biscuit,Arbo,Montana,United States,Email,2/1/2014,2/1/2014,2/1/2014,2,40000,USD 25000 - 49999,USD 0,21 to 30,None,0,0,0,0,No
0.589567486,39218,Beverage,Coca Cola,Arizona,United States,Email,3/1/2014,9/1/2014,18-01-2014,3,20000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,0.393333,0.393333,No
0.411080657,44528,Biscuit,Ritz,California,United States,Email,18-01-2014,9/2/2014,9/2/2014,4,80000,USD 0 - 9999,USD 0,0 to 10,Unknown,0.869955,0.130045,0,1,No
0.710730255,10566,Biscuit,Oreo,Arizona,United States,Email,29-01-2014,14-02-2014,14-02-2014,3,51000,USD 0 - 9999,USD 0,0 to 10,Known,0.299363,0.700637,0,1,No
0.588666313,27272,Biscuit,Covenant,California,United States,Email,19-01-2014,19-01-2014,19-01-2014,1,57000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,0,0,No
0.74126995,16274,Biscuit,Covenant,Oregon,United States,Email,31-01-2014,4/2/2014,4/2/2014,2,17000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,1,1,No
0.292318091,6397,Biscuit,Oreo,Utah,United States,Email,21-01-2014,21-01-2014,21-01-2014,2,200000,USD 0 - 9999,USD 0,0 to 10,Known,0,1,0,1,No
0.089068972,30614,Beverage,Coca Cola,Washington,United States,Email,21-01-2014,25-01-2014,25-01-2014,3,80000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.276602852,39145,Biscuit,Oreo,Arizona,United States,Email,9/1/2014,20-01-2014,20-01-2014,4,105000,USD 0 - 9999,USD 0,0 to 10,None,0,0.566372,0.433628,1,No
0.029310147,4181,Biscuit,Covenant,Washington,United States,Email,18-01-2014,18-01-2014,18-01-2014,3,100000,USD 100000 - 249999,USD 0,41 and above,Unknown,0.5,0.5,0,1,No
0.188261205,12470,Biscuit,Covenant,Montana,United States,Email,16-01-2014,18-01-2014,18-01-2014,4,45000,USD 0 - 9999,USD 25000 - 99999,0 to 10,Unknown,0,0.208333,0.791667,1,No
0.037220138,36318,Biscuit,Oreo,Utah,United States,Email,28-01-2014,3/2/2014,3/2/2014,3,71500,USD 0 - 9999,USD 0,0 to 10,None,0,0.733333,0.266667,1,No
0.353292981,27730,Biscuit,Arbo,Texas,United States,Email,6/1/2014,6/1/2014,6/1/2014,2,500000,USD 0 - 9999,USD 200000 and above,0 to 10,Unknown,0,0,0,0,No
0.703954594,17784,Biscuit,Covenant,California,United States,Email,4/1/2014,4/1/2014,4/1/2014,2,30000,USD 0 - 9999,USD 0,0 to 10,None,0,0,0,0,No
0.704329936,13922,Biscuit,Covenant,California,United States,Email,26-01-2014,24-02-2014,24-02-2014,2,38753,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.438948805,16778,Biscuit,Covenant,Arizona,United States,Email,13-01-2014,7/2/2014,7/2/2014,2,101000,USD 0 - 9999,USD 0,11 to 20,Unknown,1,0,0,1,No
0.500785721,45702,Biscuit,Arbo,Utah,United States,Email,2/1/2014,2/1/2014,2/1/2014,2,101000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,0,0,No
0.620512617,11250,Biscuit,Arbo,Arizona,United States,Email,17-01-2014,17-01-2014,17-01-2014,2,200000,USD 25000 - 49999,USD 0,41 and above,Unknown,0,0,0,0,No
0.760925869,21939,Biscuit,Covenant,California,United States,Email,14-01-2014,6/2/2014,6/2/2014,3,150000,USD 0 - 9999,USD 0,0 to 10,Known,0.87013,0.12987,0,1,No
0.556466516,38968,Beverage,Fanta,Utah,United States,Email,30-01-2014,9/2/2014,11/2/2014,4,627500,USD 100000 - 249999,USD 0,41 and above,Known,0.042735,0,0.837607,0.880342,No
0.302169913,11501,Biscuit,Oreo,Utah,United States,Email,15-01-2014,7/2/2014,7/2/2014,2,97500,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.076556718,14773,Beverage,Coca Cola,Oregon,United States,Email,8/1/2014,15-02-2014,15-02-2014,6,40000,USD 100000 - 249999,USD 0,41 and above,Known,0.478947,0.181579,0.339474,1,No
0.737104047,22811,Biscuit,Chips Ahoy,Utah,United States,Email,8/1/2014,13-03-2014,13-03-2014,2,55000,USD 100000 - 249999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.679133311,15913,Biscuit,Nabisco,Washington,United States,Email,22-01-2014,19-02-2014,19-02-2014,2,110000,USD 100000 - 249999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.542640782,32258,Biscuit,Chips Ahoy,Washington,United States,Email,26-01-2014,27-02-2014,27-02-2014,3,150000,USD 50000 - 99999,USD 0,41 and above,None,0.780952,0.219048,0,1,No
0.454252053,27696,Biscuit,Chips Ahoy,Utah,United States,Email,8/1/2014,14-01-2014,14-01-2014,3,20000,USD 25000 - 49999,USD 0,41 and above,Unknown,0,1,0,1,No
0.426922414,36015,Biscuit,Chips Ahoy,Oregon,United States,Email,16-01-2014,15-02-2014,15-02-2014,3,30000,USD 0 - 9999,USD 0,0 to 10,Known,0,0.040268,0.959732,1,No
0.575792353,12040,Biscuit,Chips Ahoy,Washington,United States,Email,30-01-2014,12/2/2014,12/2/2014,3,90000,USD 0 - 9999,USD 25000 - 99999,0 to 10,Unknown,0.037879,0.962121,0,1,No
0.80469759,40524,Biscuit,Covenant,Washington,United States,Email,15-01-2014,27-01-2014,27-01-2014,4,300000,USD 100000 - 249999,USD 0,0 to 10,Known,0.017391,0.356522,0.626087,1,No
0.942907296,23754,Beverage,Coca Cola,Oregon,United States,Email,12/1/2014,1/2/2014,16-02-2014,7,100000,USD 25000 - 49999,USD 0,41 and above,Known,0,0.303977,0.25,0.553977,No
0.09706131,1792,Juice,Tropicana,California,United States,Email,15-01-2014,25-01-2014,25-01-2014,2,500000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.720765467,3518,Biscuit,Chips Ahoy,California,United States,Email,22-01-2014,27-01-2014,27-01-2014,3,10000,USD 0 - 9999,USD 0,0 to 10,None,0.019608,0.980392,0,1,No
0.267944898,6487,Biscuit,Ritz,Arizona,United States,Email,7/1/2014,13-03-2014,13-03-2014,5,140000,USD 10000 - 24999,USD 0,0 to 10,Known,0.242704,0.757296,0,1,No
0.144429363,10768,Biscuit,Nabisco,Texas,United States,Email,7/1/2014,3/2/2014,3/2/2014,2,80000,USD 0 - 9999,USD 0,0 to 10,None,0,1,0,1,No
0.675016266,38577,Biscuit,Covenant,Washington,United States,Email,25-01-2014,25-01-2014,28-01-2014,2,10000,USD 0 - 9999,USD 0,0 to 10,Known,0,0,0,0,No
0.250902193,28907,Biscuit,Nabisco,Washington,United States,Email,10/1/2014,10/1/2014,10/1/2014,1,102409,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,0,0,No
0.570050185,28422,Biscuit,Nabisco,California,United States,Email,12/1/2014,25-01-2014,25-01-2014,2,0,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.316043835,3532,Biscuit,Covenant,Washington,United States,Email,20-01-2014,20-01-2014,20-01-2014,1,250000,USD 0 - 9999,USD 0,0 to 10,Known,0,0,0,0,No
0.069197171,39713,Biscuit,Arbo,Utah,United States,Email,30-01-2014,13-02-2014,13-02-2014,2,250000,USD 0 - 9999,USD 100000 - 199999,0 to 10,Unknown,1,0,0,1,No
0.178698611,8004,Biscuit,Nabisco,Oregon,United States,Email,20-01-2014,3/3/2014,3/3/2014,3,130000,USD 25000 - 49999,USD 200000 and above,41 and above,Known,0.183133,0.816867,0,1,No
0.795253215,2174,Beverage,Fanta,Montana,United States,Email,6/1/2014,20-02-2014,20-02-2014,6,175000,USD 50000 - 99999,USD 0,0 to 10,Unknown,0.525612,0.474388,0,1,No
0.765564671,23026,Biscuit,Oreo,Utah,United States,Email,4/1/2014,21-01-2014,21-01-2014,2,60000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.176644,42824,Biscuit,Covenant,Texas,United States,Email,9/1/2014,17-01-2014,17-01-2014,2,40000,USD 0 - 9999,USD 0,0 to 10,Known,0,1,0,1,No
0.22170064,3364,Biscuit,Covenant,Utah,United States,Email,15-01-2014,15-02-2014,15-02-2014,4,319018,USD 25000 - 49999,USD 0,0 to 10,Known,0,0.057878,0.942122,1,No
0.271504555,22388,Beverage,Coca Cola,Washington,United States,Email,22-01-2014,26-01-2014,26-01-2014,3,20000,USD 0 - 9999,USD 0,0 to 10,Unknown,0.904762,0.095238,0,1,No
0.834481963,20783,Biscuit,Arbo,Arizona,United States,Email,26-01-2014,24-02-2014,24-02-2014,2,150000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.059482383,25452,Biscuit,Ritz,Arizona,United States,Email,31-01-2014,9/3/2014,9/3/2014,5,150000,USD 100000 - 249999,USD 0,0 to 10,Unknown,0.865591,0.134409,0,1,No
0.481737795,41780,Biscuit,Chips Ahoy,Oregon,United States,Email,30-01-2014,31-01-2014,31-01-2014,2,120000,USD 10000 - 24999,USD 0,31 to 40,Unknown,0,1,0,1,No
0.964037726,10292,Beverage,Fanta,Arizona,United States,Email,17-01-2014,25-01-2014,25-01-2014,2,100000,USD 100000 - 249999,USD 0,11 to 20,Unknown,0,1,0,1,No
0.052052026,1451,Beverage,Pepsi,California,United States,Email,26-01-2014,27-01-2014,27-01-2014,2,100000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.050405542,21970,Biscuit,Arbo,Montana,United States,Email,4/1/2014,6/1/2014,6/1/2014,2,120000,USD 10000 - 24999,USD 0,0 to 10,Unknown,0,0,1,1,No
0.077258736,14948,Biscuit,Ritz,Texas,United States,Email,29-01-2014,13-02-2014,13-02-2014,3,100000,USD 0 - 9999,USD 0,0 to 10,Unknown,0.765101,0.234899,0,1,No
0.470344632,15570,Biscuit,Covenant,Montana,United States,Email,20-01-2014,24-01-2014,24-01-2014,2,35000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.854285664,9489,Biscuit,Covenant,California,United States,Email,24-01-2014,2/2/2014,2/2/2014,2,50000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.560865903,37298,Biscuit,Chips Ahoy,California,United States,Email,9/1/2014,2/2/2014,2/2/2014,4,60000,USD 0 - 9999,USD 0,0 to 10,None,0.033473,0.041841,0.924686,1,No
0.27331203,27809,Beverage,Pepsi,Arizona,United States,Email,4/1/2014,5/1/2014,5/1/2014,2,1000000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.268466399,16146,Beverage,Fanta,Texas,United States,Email,13-01-2014,16-01-2014,16-01-2014,2,105000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.476804068,25365,Biscuit,Ritz,Washington,United States,Email,12/1/2014,17-01-2014,17-01-2014,3,202409,USD 100000 - 249999,USD 0,21 to 30,Unknown,0.541667,0.458333,0,1,No
0.906732431,5944,Biscuit,Nabisco,Utah,United States,Email,19-01-2014,5/2/2014,9/2/2014,3,55000,USD 10000 - 24999,USD 0,21 to 30,Known,0,0,0.8,0.8,No
0.619833274,25140,Beverage,Coca Cola,Arizona,United States,Email,11/1/2014,24-01-2014,24-01-2014,3,105000,USD 0 - 9999,USD 0,0 to 10,Known,0,0,1,1,No
0.217803445,33867,Biscuit,Arbo,Utah,United States,Email,22-01-2014,26-01-2014,26-01-2014,3,500000,USD 100000 - 249999,USD 200000 and above,0 to 10,Known,0.027778,0.972222,0,1,No
0.733338908,29498,Biscuit,Covenant,Montana,United States,Email,28-01-2014,8/2/2014,8/2/2014,2,100000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.978710104,24793,Beverage,Fanta,Oregon,United States,Email,22-01-2014,18-02-2014,18-02-2014,2,105000,USD 0 - 9999,USD 0,0 to 10,Known,0,1,0,1,No
0.588118966,40378,Biscuit,Oreo,California,United States,Email,14-01-2014,13-03-2014,13-03-2014,8,130000,USD 10000 - 24999,USD 0,0 to 10,Known,0.017331,0.779896,0.202773,1,No
0.570576361,8438,Beverage,Fanta,Utah,United States,Email,6/1/2014,6/1/2014,7/1/2014,2,122000,USD 0 - 9999,USD 0,0 to 10,Known,0,0,0,0,No
0.234858886,31693,Beverage,Fanta,Texas,United States,Email,7/1/2014,17-01-2014,17-01-2014,2,60000,USD 100000 - 249999,USD 0,41 and above,Unknown,1,0,0,1,No
0.052719158,29687,Beverage,Fanta,Washington,United States,Email,17-01-2014,8/2/2014,8/2/2014,3,130000,USD 0 - 9999,USD 0,0 to 10,Unknown,0.03211,0.96789,0,1,No
0.731825343,17277,Beverage,Coca Cola,California,United States,Email,3/1/2014,3/2/2014,3/2/2014,3,60000,USD 0 - 9999,USD 0,41 and above,Unknown,0.886364,0.113636,0,1,No
0.987712506,138,Beverage,Coca Cola,California,United States,Email,24-01-2014,25-01-2014,25-01-2014,2,50000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.17359359,24742,Beverage,Coca Cola,Utah,United States,Email,5/1/2014,26-01-2014,26-01-2014,3,100000,USD 50000 - 99999,USD 0,41 and above,Unknown,0.092683,0.907317,0,1,No
0.186755912,534,Biscuit,Ritz,Utah,United States,Email,10/1/2014,25-01-2014,25-01-2014,3,101000,USD 0 - 9999,USD 200000 and above,0 to 10,Known,0.954545,0.045455,0,1,No
0.741517449,21809,Biscuit,Chips Ahoy,Utah,United States,Email,24-01-2014,12/2/2014,12/2/2014,3,61349,USD 25000 - 49999,USD 0,11 to 20,Unknown,0.359788,0.640212,0,1,No
0.060868926,29821,Beverage,Coca Cola,Oregon,United States,Email,15-01-2014,2/3/2014,2/3/2014,5,105000,USD 0 - 9999,USD 0,0 to 10,None,0.023861,0.522777,0.453362,1,No
0.159958498,16966,Beverage,Fanta,Utah,United States,Email,1/1/2014,6/1/2014,6/1/2014,5,1840,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.344516816,21994,Biscuit,Ritz,Washington,United States,Email,28-01-2014,18-02-2014,18-02-2014,2,100000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.829708239,42016,Biscuit,Arbo,Texas,United States,Email,25-01-2014,25-01-2014,25-01-2014,2,75000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,0,0,No
0.696091139,38281,Beverage,Pepsi,Washington,United States,Email,6/1/2014,25-03-2014,25-03-2014,2,174418,USD 0 - 9999,USD 0,21 to 30,None,0,1,0,1,No
0.699613867,13149,Beverage,Coca Cola,Utah,United States,Email,11/1/2014,21-01-2014,21-01-2014,2,0,USD 100000 - 249999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.720310228,9913,Biscuit,Nabisco,Texas,United States,Email,16-01-2014,2/3/2014,2/3/2014,4,70000,USD 50000 - 99999,USD 100000 - 199999,31 to 40,Unknown,0.372768,0.020089,0.607143,1,No
0.511544356,31917,Biscuit,Arbo,Utah,United States,Email,4/1/2014,13-01-2014,13-01-2014,2,120000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.48561273,16780,Beverage,Fanta,California,United States,Email,18-01-2014,7/2/2014,7/2/2014,2,150013,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.333401066,7484,Biscuit,Arbo,Texas,United States,Email,8/1/2014,2/2/2014,2/2/2014,2,100000,USD 0 - 9999,USD 0,21 to 30,Known,0,1,0,1,No
0.652077833,44653,Biscuit,Oreo,Washington,United States,Email,11/1/2014,9/2/2014,9/2/2014,3,50000,USD 100000 - 249999,USD 0,41 and above,Known,0.227273,0.772727,0,1,No
0.105684127,17055,Biscuit,Nabisco,California,United States,Email,28-01-2014,14-02-2014,14-02-2014,2,105000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.148095356,27059,Beverage,Coca Cola,Texas,United States,Email,16-01-2014,16-01-2014,16-01-2014,2,100000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,0,0,No
0.968696158,30467,Biscuit,Chips Ahoy,Arizona,United States,Email,7/1/2014,9/1/2014,9/1/2014,2,0,USD 25000 - 49999,USD 0,21 to 30,Known,0,0,1,1,No
0.291605978,20046,Beverage,Pepsi,California,United States,Email,5/1/2014,6/1/2014,6/1/2014,2,90000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.918223423,43428,Biscuit,Chips Ahoy,Arizona,United States,Email,8/1/2014,9/1/2014,9/1/2014,2,15000,USD 0 - 9999,USD 0,0 to 10,Known,1,0,0,1,No
0.004428628,36247,Beverage,Fanta,California,United States,Email,21-01-2014,23-02-2014,23-02-2014,5,500000,USD 10000 - 24999,USD 0,11 to 20,Known,0.369231,0.630769,0,1,No
0.011966092,25514,Biscuit,Nabisco,Utah,United States,Email,7/1/2014,16-01-2014,16-01-2014,2,8000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.372711483,7614,Biscuit,Nabisco,California,United States,Email,2/1/2014,3/2/2014,3/2/2014,4,100009,USD 0 - 9999,USD 0,11 to 20,None,0,1,0,1,No
0.764514927,25303,Biscuit,Arbo,Texas,United States,Email,26-01-2014,7/2/2014,7/2/2014,3,55000,USD 25000 - 49999,USD 0,0 to 10,Known,0,0,1,1,No
0.642399178,27000,Biscuit,Chips Ahoy,Arizona,United States,Email,23-01-2014,6/2/2014,6/2/2014,2,200000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.846088559,22662,Beverage,Coca Cola,Montana,United States,Email,4/1/2014,4/1/2014,4/1/2014,2,2000,USD 100000 - 249999,USD 0,21 to 30,Unknown,0,1,0,1,No
0.553768398,24182,Biscuit,Arbo,Arizona,United States,Email,14-01-2014,3/2/2014,3/2/2014,2,120000,USD 50000 - 99999,USD 0,31 to 40,Known,0,1,0,1,No
0.073890676,30028,Biscuit,Nabisco,Oregon,United States,Email,21-01-2014,12/2/2014,12/2/2014,4,600000,USD 0 - 9999,USD 0,0 to 10,Unknown,0.493213,0.506787,0,1,No
0.890245625,12260,Biscuit,Oreo,California,United States,Email,29-01-2014,16-03-2014,16-03-2014,3,50000,USD 10000 - 24999,USD 0,41 and above,Known,0.681034,0.318966,0,1,No
0.202366845,29931,Milk,TruMoo,Utah,United States,Email,4/1/2014,10/2/2014,10/2/2014,5,245398,USD 0 - 9999,USD 0,0 to 10,Known,0.002681,0.785523,0.211796,1,No
0.984682086,42364,Biscuit,Covenant,Washington,United States,Email,30-01-2014,19-02-2014,19-02-2014,4,60000,USD 0 - 9999,USD 0,0 to 10,Known,0,0.19797,0.80203,1,No
0.330354433,25129,Biscuit,Ritz,California,United States,Email,21-01-2014,15-03-2014,15-03-2014,2,465044,USD 50000 - 99999,USD 0,41 and above,Unknown,0,1,0,1,No
0.6011325,45176,Biscuit,Ritz,California,United States,Email,7/1/2014,10/2/2014,10/2/2014,5,300000,USD 0 - 9999,USD 0,0 to 10,Known,0,0.588235,0.411765,1,No
0.42439729,7435,Biscuit,Covenant,California,United States,Email,31-01-2014,4/3/2014,4/3/2014,3,200000,USD 50000 - 99999,USD 0,11 to 20,Unknown,0.660317,0.339683,0,1,No
0.264614844,15629,Biscuit,Nabisco,California,United States,Email,27-01-2014,27-01-2014,27-01-2014,2,50000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,0,0,No
0.824326896,11182,Beverage,Fanta,Utah,United States,Email,23-01-2014,27-02-2014,27-02-2014,3,50000,USD 0 - 9999,USD 0,41 and above,Known,0.603399,0,0.396601,1,No
0.135213909,33220,Beverage,Fanta,Arizona,United States,Email,30-01-2014,14-03-2014,14-03-2014,3,100000,USD 0 - 9999,USD 0,0 to 10,Unknown,0.158986,0.841014,0,1,No
0.586062692,8446,Biscuit,Oreo,Montana,United States,Email,21-01-2014,26-01-2014,26-01-2014,3,105000,USD 0 - 9999,USD 0,0 to 10,Unknown,0.723404,0.276596,0,1,No
0.588527747,9586,Biscuit,Chips Ahoy,Montana,United States,Email,20-01-2014,28-01-2014,28-01-2014,3,5000,USD 0 - 9999,USD 0,0 to 10,Unknown,0.053333,0.946667,0,1,No
0.703406262,15157,Biscuit,Nabisco,California,United States,Email,18-01-2014,18-01-2014,18-01-2014,2,30001,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,0,0,No
0.117473233,45648,Biscuit,Chips Ahoy,Montana,United States,Email,24-01-2014,3/2/2014,3/2/2014,2,1000000,USD 100000 - 249999,USD 0,0 to 10,Known,0,1,0,1,No
0.831679184,23361,Biscuit,Oreo,Washington,United States,Email,14-01-2014,15-02-2014,15-02-2014,2,65000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,1,1,No
0.03545557,38921,Beverage,Fanta,Utah,United States,Email,6/1/2014,26-01-2014,26-01-2014,4,60,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0.469388,0.530612,1,No
0.3202894,25009,Beverage,Fanta,Utah,United States,Email,15-01-2014,27-02-2014,27-02-2014,4,100000,USD 100000 - 249999,USD 0,31 to 40,Known,0,0.439535,0.560465,1,No
0.370208678,12754,Biscuit,Covenant,Utah,United States,Email,2/1/2014,8/1/2014,8/1/2014,2,100000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.142814875,375,Beverage,Fanta,Utah,United States,Email,31-01-2014,18-02-2014,18-02-2014,3,200000,USD 0 - 9999,USD 0,0 to 10,Unknown,0.586592,0.413408,0,1,No
0.894813402,32294,Beverage,Coca Cola,Utah,United States,Email,2/1/2014,16-01-2014,16-01-2014,4,300000,USD 0 - 9999,USD 0,0 to 10,Unknown,0.595588,0.404412,0,1,No
0.664855697,11909,Biscuit,Arbo,Washington,United States,Email,27-01-2014,6/2/2014,6/2/2014,3,440000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0.183673,0.816327,1,No
0.233600702,21307,Biscuit,Covenant,Oregon,United States,Email,23-01-2014,18-02-2014,18-02-2014,3,40,USD 25000 - 49999,USD 0,41 and above,Unknown,0.522901,0.477099,0,1,No
0.630316488,4856,Biscuit,Arbo,Oregon,United States,Email,13-01-2014,2/2/2014,2/2/2014,2,6000,USD 25000 - 49999,USD 0,21 to 30,Unknown,1,0,0,1,No
0.446609597,14700,Biscuit,Nabisco,Arizona,United States,Email,10/1/2014,13-02-2014,13-02-2014,4,50000,USD 0 - 9999,USD 0,0 to 10,Known,0,0.038012,0.961988,1,No
0.584240334,26925,Biscuit,Ritz,California,United States,Email,10/1/2014,10/2/2014,10/2/2014,4,120000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,No
0.710334126,22934,Beverage,Fanta,Texas,United States,Email,12/1/2014,14-03-2014,14-03-2014,6,60000,USD 10000 - 24999,USD 0,11 to 20,Known,0.559934,0.440066,0,1,No
0.982749743,12000,Biscuit,Nabisco,Utah,United States,Email,27-01-2014,4/2/2014,4/2/2014,2,100000,USD 0 - 9999,USD 0,0 to 10,Known,0,1,0,1,No
0.362522108,16524,Beverage,Pepsi,California,United States,Email,6/1/2014,9/1/2014,9/1/2014,2,225228,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.085911289,31848,Beverage,Coca Cola,Washington,United States,Email,29-01-2014,4/2/2014,4/2/2014,2,20000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.905907035,36926,Biscuit,Nabisco,California,United States,Email,25-01-2014,6/2/2014,6/2/2014,3,400000,USD 100000 - 249999,USD 0,0 to 10,None,0.224138,0.775862,0,1,No
0.724810596,33470,Beverage,Coca Cola,Oregon,United States,Email,18-01-2014,20-01-2014,20-01-2014,3,50000,USD 0 - 9999,USD 0,31 to 40,Unknown,1,0,0,1,No
0.138245865,29495,Beverage,Fanta,California,United States,Email,9/1/2014,19-02-2014,19-02-2014,4,100000,USD 25000 - 49999,USD 0,11 to 20,Unknown,0,1,0,1,No
0.694343636,2803,Biscuit,Chips Ahoy,Texas,United States,Email,25-01-2014,25-01-2014,25-01-2014,2,250000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,0,0,No
0.464772591,12007,Biscuit,Ritz,Utah,United States,Email,20-01-2014,9/3/2014,9/3/2014,5,600000,USD 0 - 9999,USD 200000 and above,0 to 10,None,0.113684,0.753684,0.132632,1,No
0.86981865,12121,Beverage,Fanta,Utah,United States,Email,22-01-2014,20-02-2014,20-02-2014,7,180000,USD 100000 - 249999,USD 200000 and above,41 and above,Unknown,0.091837,0.363946,0.544218,1.000001,No
0.717045503,919,Beverage,Fanta,Texas,United States,Email,19-01-2014,21-01-2014,21-01-2014,2,225000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,1,1,No
0.65914908,34017,Beverage,Fanta,California,United States,Email,16-01-2014,20-01-2014,20-01-2014,3,155014,USD 0 - 9999,USD 0,0 to 10,Unknown,0.857143,0.142857,0,1,No
0.788688421,30305,Biscuit,Covenant,California,United States,Email,23-01-2014,3/2/2014,3/2/2014,3,30000,USD 0 - 9999,USD 0,31 to 40,Unknown,1,0,0,1,No
0.987180422,36781,Biscuit,Arbo,Utah,United States,Email,12/1/2014,19-02-2014,19-02-2014,4,200000,USD 0 - 9999,USD 0,0 to 10,Unknown,0.03183,0.575597,0.392573,1,No
0.351759881,32060,Biscuit,Covenant,Washington,United States,Email,11/1/2014,3/2/2014,3/2/2014,2,101000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
0.384255741,44787,Beverage,Fanta,Oregon,United States,Email,29-01-2014,19-02-2014,19-02-2014,4,20000,USD 0 - 9999,USD 0,41 and above,Unknown,0,0.521327,0.478673,1,No
0.425688941,35450,Beverage,Coca Cola,Utah,United States,Email,29-01-2014,5/2/2014,5/2/2014,2,112000,USD 0 - 9999,USD 0,0 to 10,None,0,1,0,1,No
0.461812786,11997,Biscuit,Chips Ahoy,Washington,United States,Email,20-01-2014,20-01-2014,20-01-2014,2,75000,USD 0 - 9999,USD 200000 and above,0 to 10,Unknown,0,0,0,0,No
0.51579772,10697,Biscuit,Arbo,Washington,United States,Email,13-01-2014,27-01-2014,27-01-2014,2,200000,USD 50000 - 99999,USD 0,21 to 30,Unknown,1,0,0,1,No
0.68247931,35866,Beverage,Coca Cola,Washington,United States,Email,7/1/2014,20-01-2014,20-01-2014,2,49999,USD 0 - 9999,USD 0,0 to 10,Known,0,0,1,1,No
0.36763373,41351,Beverage,Fanta,Washington,United States,Email,17-01-2014,31-01-2014,31-01-2014,2,250000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,No
